Response ID,Start Date,End Date,Status,Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,Email,Business Name,Region,Business Size,Annual Revenue Band,Years in Business,Machine Count,Primary Business Model,Customer Mix,Current Pricing Method,Price Review Frequency,Q1: Calculate production/material cost before quoting,"Q2: Include thread, stabilizer, waste, and overhead in price",Q3: Track hands-on embroidery labor time,"Q4: Include admin, artwork, proofing, and customer time",Q5: Set intended profit target before pricing,Q6: Review margin after job completion,Q7: Adjust pricing for rush work or full schedule,Q8: Use capacity/backlog pressure in pricing decisions,"Q9: Consider customer value/use case, not only stitch count",Q10: Can explain price based on value delivered,Open Comment,_simulated_raw_issue
R_PD_000609,05/11/2026 17:11,05/11/26 05:21 PM,IP Address,100,594,Complete,05/11/2026 17:21,newsletter,en-US,owner@hoopteamwearstudio1656.example,Hoop Teamwear Studio #1656,,2-5 employees,100k-250k,2 years,5 heads,,Schools/teams,gut feel,not often,For larger jobs only,I have a basic spreadsheet,I don't track this,I don't track this,No consistent process,Not really,I don't track this,No,Partially,Not yet,,clean
R_PD_000610,2026-03-14 00:07:56,03/14/2026 00:18,IP Address,100,623,Complete,2026-03-14T00:19:26Z,email,EN,owner6@magnolialogoshopshop16.example,Magnolia Logo Shop Shop #1657,West,mid-size shop,About $500k-$1M,about 13,6-head,Decorated apparel,Small business/local orgs,hybrid,yearly,Sometimes,We review and adjust,Partially,Sometimes,For larger jobs only,Depends on the job,We use a calculator/spreadsheet,Rough estimate,"Yes, documented",Depends on the job,Rush jobs are where we get into trouble.,clean
R_PD_000611,"Feb 07, 2026 12:29 AM",02/07/26 12:35 AM,IP Address,100,342,Y,"Feb 07, 2026 12:35 AM",web,English,quotes@stitchdesignscompany16.example,Stitch Designs Company #1658,Midwest,1,$250k-$500k,20+,3,Contract embroidery,Schools/teams,hybrid,,Depends on the job,I have a basic spreadsheet,No,Sometimes,Depends on the job,Sometimes,For larger jobs only,For larger jobs only,Rough estimate,I usually guess,Rush jobs are where we get into trouble.,clean
R_PD_000612,2026-03-02 09:21:40,03/02/2026 09:28,IP Address,100,395,True,2026-03-02 09:28:59,social,en-US,owner+nnep@needlebrandinggroup165.example,Needle Branding Group #1659,Northeast,just me,250k-500k,11,1,Custom embroidery,Contract/B2B,stitch rate,once a year,I have a basic spreadsheet,Depends on the job,We use a calculator/spreadsheet,Depends on the job,Depends on the job,Depends on the job,Sometimes,Partially,Rough estimate,Yes,Most customers compare us by stitch count.,clean
R_PD_000613,"May 30, 2026 04:54 PM","May 30, 2026 04:59 PM",IP Address,100,291,TRUE,2026-05-30T17:00:02Z,anonymous,EN,hello@oaklogoshopshop1660.example,Oak Logo Shop Shop #1660,Midwest,me + 2,$500k-$1M,15,2,Custom embroidery,Mixed,cost plus,when costs change,Yes,Built into our quote process,We use a calculator/spreadsheet,For larger jobs only,Partially,"Yes, documented",Partially,Sometimes,Sometimes,Always,Most customers compare us by stitch count.,clean
R_PD_000614,2026-05-24T01:55:23Z,2026-05-24T02:03:42Z,IP Address,100,499,True,05/24/2026 02:04,anonymous,EN,hello3@urbanprintstitchllc166.example,Urban Print & Stitch LLC #1661,Midwest,2-5,$1m+,11 yrs,5-head,Contract embroidery,Corporate/commercial,depends,each estimate,Depends on the job,Partially,I usually guess,I don't track this,Not yet,Not yet,Not really,I have a basic spreadsheet,Not yet,I have a basic spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000615,"May 16, 2026 03:36 AM",2026-05-16 03:46:56,IP Address,100,625,Y,2026-05-16 03:48:05,social,en-US,office4@northstarmonogramsgrou.example,North Star Monograms Group #1662,South,owner only,About Under $50k,1 years,single head,Decorated apparel,Mixed,per 1000 stitches,rarely,Sometimes,Rough estimate,For larger jobs only,For larger jobs only,No,For larger jobs only,Depends on the job,For larger jobs only,Partially,No consistent process,,clean
R_PD_000616,2026-03-02 10:56:45,03/02/2026 11:14,IP Address,100,1059,TRUE,03/02/26 11:14 AM,anonymous,English,quotes@northstarmonogramsstud.example,North Star Monograms Studio #1663,Midwest,Solo,Under $50k,3 years,two,Team/school spiritwear,,mostly stitch count,4x a year,Partially,For larger jobs only,For larger jobs only,Rough estimate,For larger jobs only,Partially,Depends on the job,Not really,Rough estimate,Partially,I need a better way to account for setup time.,clean
R_PD_000617,02/16/26 02:34 AM,2026-02-16T02:42:12Z,IP Address,100,459,TRUE,2026-02-16T02:43:00Z,web,English,OFFICE@MAPLEEMBROIDERYGROUP16.EXAMPLE,Maple Embroidery Group #1664,West,2-5,,8 years,two,Team/school spiritwear,Mostly consumers,materials + markup,not often,No,Sometimes,I don't track this,Sometimes,Not yet,No consistent process,Sometimes,Not really,No,Sometimes,,clean
R_PD_000618,2026-04-29 01:06:13,"Apr 29, 2026 01:12 AM",IP Address,100,387,TRUE,04/29/26 01:13 AM,newsletter,English,info0@northstarteamwearllc16.example,North Star Teamwear LLC #1665,West,owner only,$100k-$250k,since 2006,1,Decorated apparel,Small business/local orgs,value based,annually,We use a calculator/spreadsheet,We use a calculator/spreadsheet,Depends on the job,Yes,I have a basic spreadsheet,I have a basic spreadsheet,For larger jobs only,Yes,I have a basic spreadsheet,Built into our quote process,We are trying to stop undercharging.,clean
R_PD_000619,2026-04-24 21:37:52,04/24/26 09:46 PM,IP Address,100,501,Y,2026-04-24T21:46:47Z,social,EN,sales1@magnoliacustoms1666.example,Magnolia Customs #1666,West,2 to 5 employees,250k-500k,about 20,four,Mixed services,Mixed,cost plus,annually,"Yes, documented",Built into our quote process,"Yes, documented","Yes, documented",We review and adjust,Always,Partially,"Yes, documented",We review and adjust,Built into our quote process,We are trying to stop undercharging.,clean
R_PD_000620,"Mar 09, 2026 02:10 PM",2026-03-09 14:18:20,IP Address,100,491,Y,03/09/2026 14:18,email,en-US,owner@redbarndigitizinggroup.example,Red Barn Digitizing Group #1668,West,2 to 5 employees,About $1M+,12,two,Mixed services,,mostly stitch count,each quarter,Depends on the job,For larger jobs only,Rough estimate,For larger jobs only,For larger jobs only,Rough estimate,I have a basic spreadsheet,Depends on the job,Rough estimate,Partially,Rush jobs are where we get into trouble.,clean
R_PD_000621,2026-04-21 05:42:14,2026-04-21T05:49:57Z,IP Address,100,463,True,04/21/26 05:51 AM,social,English,owner@northstarstitchcogroup.example,North Star Stitch Co. Group #1669,West,large operation,$250k-$500k,more than 20,20,Decorated apparel,Contract/B2B,costing worksheet,every job,Built into our quote process,Always,Always,We use a calculator/spreadsheet,Yes,"Yes, documented",Always,Built into our quote process,"Yes, documented","Yes, documented",Most customers compare us by stitch count.,clean
R_PD_000622,"Mar 02, 2026 06:42 PM","Mar 02, 2026 06:54 PM",IP Address,100,714,Complete,2026-03-02 18:54:56,web,en-US,quotes@lakesideworks1670.example,Lakeside Works #1670,Midwest,6 to 10,$500k-$1m,about 14,6 heads,Decorated apparel,Mixed,cost+margin,annually,I have a basic spreadsheet,Sometimes,Partially,For larger jobs only,Depends on the job,I have a basic spreadsheet,Depends on the job,Sometimes,We use a calculator/spreadsheet,Built into our quote process,We are trying to stop undercharging.,clean
R_PD_000623,2026-06-03T23:53:15Z,2026-06-04T00:04:52Z,IP Address,100,697,TRUE,06/04/26 12:06 AM,newsletter,en-US,owner@bobbinmonograms1671.example,Bobbin Monograms #1671,Northeast,just me,Under 50k,about 7,1 heads,Promotional products,Mostly consumers,by stitch,when I remember,No consistent process,I don't track this,No,For larger jobs only,Not really,No,Not really,No consistent process,No,I usually guess,We are trying to stop undercharging.,clean
R_PD_000624,"Apr 14, 2026 12:08 PM",04/14/2026 12:14,IP Address,100,370,Y,2026-04-14T12:16:04Z,anonymous,English,contact@goldenmonogramscollect.example,Golden Monograms Collective #1672,Northeast,about 8,$100k-$250k,about 6,3 machines,Decorated apparel,Mostly consumers,spreadsheet + stitch count,never,Yes,We use a calculator/spreadsheet,Rough estimate,Partially,I don't track this,I have a basic spreadsheet,Depends on the job,I usually guess,Rough estimate,Partially,,clean
R_PD_000625,03/02/26 08:08 AM,03/02/2026 08:23,IP Address,100,907,Y,03/02/26 08:24 AM,anonymous,en-US,info1@prairieprintstitchstud.example,Prairie Print & Stitch Studio #1673,Midwest,2-5 employees,About $100k-$250k,about 2,4 heads,Mixed services,Corporate/commercial,by stitch,yearly,Not really,We review and adjust,For larger jobs only,For larger jobs only,Sometimes,Sometimes,Rough estimate,I have a basic spreadsheet,Rough estimate,Always,Most customers compare us by stitch count.,clean
R_PD_000626,"Mar 16, 2026 11:09 AM","Mar 16, 2026 11:11 AM",IP Address,100,100,True,2026-03-16 11:12:45,web,English,sales@sunrisestudiocollectiv.example,Sunrise Studio Collective #1674,West,about 15,About $500k-$1M,8,15 machines,Custom embroidery,Schools/teams,mostly stitch count,each estimate,"Yes, documented","Yes, documented","Yes, documented",Sometimes,We review and adjust,We review and adjust,Built into our quote process,Sometimes,We review and adjust,"Yes, documented",,clean
R_PD_000627,04/26/2026 05:02,2026-04-26T05:11:03Z,IP Address,100,519,Y,2026-04-26 05:11:55,newsletter,English,owner3@urbanembroideryshop167.example,Urban Embroidery Shop #1675,Northeast,one-person shop,under $50k,5 years,2 machines,Mixed services,Mixed,costing worksheet,when costs change,"Yes, documented",Built into our quote process,I have a basic spreadsheet,We review and adjust,Yes,We review and adjust,Rough estimate,Yes,Always,"Yes, documented",,clean
R_PD_000628,"Mar 23, 2026 11:09 PM",03/23/2026 23:17,IP Address,100,530,True,03/23/2026 23:19,social,en-US,info@redbarnlogoshopllc1676.example,Red Barn Logo Shop LLC #1676,South,3 employees,$50k-$100k,5 yrs,1 heads,Custom embroidery,Mixed,job costing,annually,Always,"Yes, documented",We use a calculator/spreadsheet,We review and adjust,We review and adjust,Always,"Yes, documented",Rough estimate,We review and adjust,Always,Rush jobs are where we get into trouble.,clean
R_PD_000629,"Apr 05, 2026 10:47 PM",04/05/26 10:59 PM,IP Address,100,732,TRUE,2026-04-05T22:59:54Z,email,English,hello5@prairieworksstudio1677.example,Prairie Works Studio #1677,West,mid-size shop,$500k-$1m,15,5-head,Custom embroidery,Contract/B2B,job costing,every job,"Yes, documented",We use a calculator/spreadsheet,We use a calculator/spreadsheet,We review and adjust,Always,Built into our quote process,We use a calculator/spreadsheet,We review and adjust,Yes,Always,I need a better way to account for setup time.,clean
R_PD_000630,05/28/26 09:14 AM,2026-05-28T09:19:59Z,IP Address,100,342,True,2026-05-28T09:20:37Z,anonymous,English,info@ironembroiderycompany1.example,Iron Embroidery Company #1678,Northeast,11-25 employees,250k-500k,15 years,four,,Mostly consumers,stitch rate,constantly,Partially,Partially,No consistent process,For larger jobs only,For larger jobs only,Partially,Not yet,I have a basic spreadsheet,For larger jobs only,Rough estimate,We are trying to stop undercharging.,clean
R_PD_000631,"Jun 06, 2026 02:50 AM",2026-06-06 03:00:06,IP Address,100,576,Y,"Jun 06, 2026 03:01 AM",newsletter,EN,owner@silverdigitizingstudio.example,SILVER DIGITIZING STUDIO #1679,Northeast,just me,Under $50k,20,4 heads,Promotional products,Contract/B2B,materials + markup,as needed,Depends on the job,"Yes, documented",For larger jobs only,"Yes, documented",Built into our quote process,Rough estimate,Partially,Built into our quote process,I have a basic spreadsheet,"Yes, documented",Pricing is the hardest part of the business.,clean
R_PD_000632,2026-02-14 15:13:10,02/14/26 03:24 PM,IP Address,100,670,Complete,2026-02-14T15:25:32Z,email,en-US,hello@rivercustomsllc1680.example,River Customs LLC #1680,Midwest,owner only,About Under $50k,8,3-head,Team/school spiritwear,Mixed,match local shops,every job,I don't track this,Depends on the job,,Not really,No consistent process,No,I usually guess,I don't track this,No,No consistent process,We are trying to stop undercharging.,clean
R_PD_000633,2026-03-15T17:26:05Z,03/15/2026 17:32,IP Address,100,395,Complete,03/15/26 05:33 PM,web,English,,Pine Wearables Collective #1681,South,11 to 25 employees,About $500k-$1M,since 2017,20 machines,Custom embroidery,Mixed,by stitch,if supplies go up,Sometimes,We review and adjust,I have a basic spreadsheet,We review and adjust,Depends on the job,I have a basic spreadsheet,For larger jobs only,Always,"Yes, documented",Built into our quote process,Rush jobs are where we get into trouble.,clean
R_PD_000634,2026-02-04 08:19:09,"Feb 04, 2026 08:35 AM",IP Address,100,981,TRUE,02/04/2026 08:36,newsletter,en-US,info@bobbinbrandingcollecti.example,Bobbin Branding Collective #1682,West,one-person shop,50k-100k,9,one,Custom embroidery,Small business/local orgs,costing worksheet,every few months,"Yes, documented",I have a basic spreadsheet,We use a calculator/spreadsheet,Yes,"Yes, documented",We use a calculator/spreadsheet,Built into our quote process,We review and adjust,For larger jobs only,Built into our quote process,Pricing is the hardest part of the business.,clean
R_PD_000635,2026-04-13 23:57:18,04/14/26 12:07 AM,IP Address,100,608,True,"Apr 14, 2026 12:07 AM",anonymous,en-US,office@goldenlogoshopstudio16.example,Golden Logo Shop Studio #1683,Northeast,larger shop,$1m+,12,8,Contract embroidery,Contract/B2B,stitch rate,4x a year,Rough estimate,I have a basic spreadsheet,I have a basic spreadsheet,Depends on the job,Rough estimate,Rough estimate,I usually guess,Depends on the job,Rough estimate,For larger jobs only,Most customers compare us by stitch count.,clean
R_PD_000636,"Mar 05, 2026 10:57 AM",03/05/26 11:06 AM,IP Address,100,512,True,03/05/2026 11:06,newsletter,EN,owner@hoopdecoratedgoodscoll.example,Hoop Decorated Goods Collective #1684,Northeast,2-5 employees,100k-250k,20+,single head,Custom embroidery,Corporate/commercial,value based,when costs change,We use a calculator/spreadsheet,Partially,Sometimes,Always,"Yes, documented",Depends on the job,Depends on the job,No consistent process,Rough estimate,,,clean
R_PD_000637,05/15/2026 16:02,05/15/26 04:04 PM,IP Address,100,155,Complete,05/15/26 04:05 PM,social,English,info@luckywearablesgroup168.example,Lucky Wearables Group #1685,South,2 to 5 employees,,3,2 machines,Contract embroidery,Contract/B2B,job costing,,For larger jobs only,We review and adjust,Depends on the job,Partially,For larger jobs only,For larger jobs only,I have a basic spreadsheet,For larger jobs only,Sometimes,I have a basic spreadsheet,I need a better way to account for setup time.,clean
R_PD_000638,03/10/26 03:21 PM,2026-03-10 15:31:44,IP Address,100,617,TRUE,2026-03-10T15:31:44Z,newsletter,EN,contact@blueridgeworkscompany1.example,Blue Ridge Works Company #1686,South,mid-size shop,100k-250k,24,five,Promotional products,Small business/local orgs,per 1000 stitches,if supplies go up,We review and adjust,We use a calculator/spreadsheet,Always,Sometimes,Built into our quote process,Rough estimate,Rough estimate,Sometimes,"Yes, documented",Sometimes,Most customers compare us by stitch count.,clean
R_PD_000639,"Jun 06, 2026 12:41 AM",2026-06-06T00:54:14Z,IP Address,100,762,True,06/06/2026 00:55,social,en-US,owner@brightwearablescollect.example,BRIGHT WEARABLES COLLECTIVE #1687,South,2-5,About $100k-$250k,2,single head,Custom embroidery,Mostly consumers,hourly,,Partially,I have a basic spreadsheet,Partially,Not yet,No consistent process,For larger jobs only,I usually guess,No consistent process,Not really,I usually guess,,clean
R_PD_000640,2026-02-10 15:38:50,2026-02-10T15:47:11Z,IP Address,100,501,Complete,"Feb 10, 2026 03:47 PM",anonymous,EN,info2@riverteamweargroup1688.example,River Teamwear Group #1688,South,11-25,500k-1M,10 years,8 heads,Decorated apparel,Small business/local orgs,cost plus,each quarter,We review and adjust,We review and adjust,Yes,We review and adjust,Sometimes,Yes,Sometimes,"Yes, documented","Yes, documented",Always,Pricing is the hardest part of the business.,clean
R_PD_000641,06/05/26 06:49 AM,"Jun 05, 2026 07:00 AM",IP Address,100,639,Y,06/05/2026 07:01,newsletter,English,info@maplebrandingcompany16.example,Maple Branding Company #1689,West,one-person shop,About Under $50k,13 yrs,2,Decorated apparel,Mixed,costing worksheet,every few months,I have a basic spreadsheet,Yes,Always,For larger jobs only,Yes,We review and adjust,I have a basic spreadsheet,Depends on the job,We review and adjust,I have a basic spreadsheet,Rush jobs are where we get into trouble.,clean
R_PD_000642,"Jun 10, 2026 08:46 PM",2026-06-10T20:51:59Z,IP Address,100,344,TRUE,06/10/2026 20:53,social,English,office@pinethreadscompany1690.example,Pine Threads Company #1690,West,3 employees,$1m+,16 years,2-head,Contract embroidery,Mostly consumers,costing worksheet,never,We review and adjust,I have a basic spreadsheet,I don't track this,Sometimes,For larger jobs only,I have a basic spreadsheet,I usually guess,I usually guess,,I don't track this,I need a better way to account for setup time.,clean
R_PD_000643,"Mar 19, 2026 03:26 PM",03/19/2026 15:35,IP Address,100,556,TRUE,"Mar 19, 2026 03:36 PM",anonymous,en-US,INFO@BOBBINTHREADSGROUP1691.EXAMPLE,Bobbin Threads Group #1691,South,2-5,$50k-$100k,0,single head,Contract embroidery,Mixed,cost plus profit,if supplies go up,Sometimes,We review and adjust,Yes,Always,"Yes, documented","Yes, documented",Always,We use a calculator/spreadsheet,We review and adjust,Depends on the job,,clean
