canonical_email,business_name_clean,region,business_size,annual_revenue_band,years_in_operation,years_in_operation_band,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,production_cost_score,real_labor_score,intended_profit_score,capacity_pressure_score,end_customer_value_score,diagnostic_total_score,pricing_maturity_tier,has_structured_pricing_system,labor_underpriced_flag,profit_target_missing_flag,capacity_pricing_gap_flag,Open Comment,q1_score,q2_score,q3_score,q4_score,q5_score,q6_score,q7_score,q8_score,q9_score,q10_score,business_size_segment,revenue_segment,experience_segment,pricing_method_segment,customer_focus_segment,weakest_driver_segment,region_segment
owner@crownbrandinggroup.example,Crown Branding Group,Northeast,2-5 employees,$250k-$500k,19,11-20,12,Decorated apparel,Corporate/commercial,Hybrid/job costing,Annually,3,3,4,4,4,18,Strong Pricing System,True,False,False,False,Pricing is the hardest part of the business.,2,1,1,2,2,2,2,2,2,2,2-5 employees,$100k-$500k,Veteran (11-20),Hybrid/job costing,B2B,Production Cost,Northeast
info@sunrisethreadsgroup.example,Sunrise Threads Group,Northeast,6-10 employees,$100k-$250k,14,11-20,2,Custom embroidery,Corporate/commercial,Value-based,Quarterly,4,3,4,3,3,17,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,2,2,2,1,2,2,2,1,1,2,6-10 employees,$100k-$500k,Veteran (11-20),Value-based,B2B,Real Labor,Northeast
owner@luckystudiogroup.example,Lucky Studio Group,South,6-10 employees,$250k-$500k,20,11-20,6,Promotional products,Mostly consumers,Cost-plus,Quarterly,4,4,4,4,4,20,Strong Pricing System,True,False,False,False,Most customers compare us by stitch count.,2,2,2,2,2,2,2,2,2,2,6-10 employees,$100k-$500k,Veteran (11-20),Cost-plus,Consumer,Production Cost,South
contact@oakmonogramsshop.example,Oak Monograms Shop,West,6-10 employees,$250k-$500k,13,11-20,5,Decorated apparel,Small business/local orgs,Hybrid/job costing,Annually,4,4,4,3,3,18,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,2,2,2,2,2,2,1,2,2,1,6-10 employees,$100k-$500k,Veteran (11-20),Hybrid/job costing,Mixed,Capacity Pressure,West
hello4@redbarnteamweargroup.example,Red Barn Teamwear Group,South,6-10 employees,$250k-$500k,7,6-10,6,Unknown,Contract/B2B,Cost-plus,Annually,4,2,4,3,4,17,Strong Pricing System,True,False,False,False,Rush jobs are where we get into trouble.,2,2,1,1,2,2,1,2,2,2,6-10 employees,$100k-$500k,Established (4-10),Cost-plus,B2B,Real Labor,South
info@threadmonogramscollect.example,Thread Monograms Collective #1615,West,6-10 employees,Prefer not to say,18,11-20,6,Promotional products,Mostly consumers,Informal/custom quote,Before every quote,4,3,4,3,4,18,Strong Pricing System,True,False,False,False,Rush jobs are where we get into trouble.,2,2,2,1,2,2,2,1,2,2,6-10 employees,Unknown,Veteran (11-20),Informal/custom quote,Consumer,Real Labor,West
sales2@threadembroiderycollec.example,Thread Embroidery Collective #1611,Northeast,6-10 employees,$100k-$250k,10,6-10,4,Promotional products,Schools/teams,Cost-plus,Rarely/never,3,3,2,2,2,12,Partial Pricing System,False,False,False,False,,1,2,1,2,1,1,1,1,1,1,6-10 employees,$100k-$500k,Established (4-10),Cost-plus,Mixed,Intended Profit,Northeast
info5@blueridgecreativecompa.example,Blue Ridge Creative Company #1411,Northeast,2-5 employees,$500k-$1M,3,2-5,1,Decorated apparel,Small business/local orgs,Stitch-count based,Annually,3,2,1,2,3,11,Partial Pricing System,False,False,True,False,,2,1,1,1,0,1,1,1,1,2,2-5 employees,$500k+,Newcomer (0-3 yrs),Stitch-count based,Mixed,Intended Profit,Northeast
sales@brightdesignsllc1363.example,Bright Designs Llc #1363,South,2-5 employees,$100k-$250k,0,<2,2,Mixed services,Small business/local orgs,Competitor-based,Rarely/never,3,3,2,2,2,12,Partial Pricing System,False,False,False,False,Pricing is the hardest part of the business.,2,1,2,1,1,1,1,1,1,1,2-5 employees,$100k-$500k,Newcomer (0-3 yrs),Competitor-based,Mixed,Intended Profit,South
info6@crowndigitizingshop155.exmaple,Crown Digitizing Shop #1552,West,2-5 employees,Unknown,0,<2,2,Custom embroidery,Small business/local orgs,Cost-plus,When costs change,3,2,3,2,3,13,Partial Pricing System,False,False,False,False,I need a better way to account for setup time.,1,2,1,1,1,2,1,1,2,1,2-5 employees,Unknown,Newcomer (0-3 yrs),Cost-plus,Mixed,Real Labor,West
hello3@heritagelogoshopcollec.example,Heritage Logo Shop Collective #1521,Northeast,Solo owner/operator,$100k-$250k,7,6-10,1,Promotional products,Schools/teams,Cost-plus,Rarely/never,3,2,2,2,2,11,Partial Pricing System,False,False,False,False,Most customers compare us by stitch count.,2,1,1,1,1,1,1,1,1,1,Solo owner/operator,$100k-$500k,Established (4-10),Cost-plus,Mixed,Real Labor,Northeast
hello3@urbanprintstitchllc166.example,Urban Print & Stitch Llc #1661,Midwest,2-5 employees,$500k-$1M,11,11-20,5,Contract embroidery,Corporate/commercial,Informal/custom quote,Before every quote,2,0,0,1,1,4,Pricing Blind Spots,False,True,True,True,Pricing is the hardest part of the business.,1,1,0,0,0,0,0,1,0,1,2-5 employees,$500k+,Veteran (11-20),Informal/custom quote,B2B,Real Labor,Midwest
info@cedarteamwearllc.example,Cedar Teamwear Llc,South,Solo owner/operator,$100k-$250k,9,6-10,3,Custom embroidery,Mostly consumers,Stitch-count based,When costs change,2,1,0,0,0,3,Pricing Blind Spots,False,True,True,True,,1,1,1,0,0,0,0,0,0,0,Solo owner/operator,$100k-$500k,Established (4-10),Stitch-count based,Consumer,Intended Profit,South
info@redbarnapparelgroup.example,Red Barn Apparel Group,Midwest,2-5 employees,$100k-$250k,1,<2,3,Team/school spiritwear,Mixed,Informal/custom quote,Unknown,1,0,1,0,0,2,Pricing Blind Spots,False,True,True,True,Most customers compare us by stitch count.,0,1,0,0,1,0,0,0,0,0,2-5 employees,$100k-$500k,Newcomer (0-3 yrs),Informal/custom quote,Mixed,Real Labor,Midwest
hello@redbarnmonogramscompan.example,Red Barn Monograms Company #1561,Midwest,6-10 employees,$250k-$500k,2,2-5,3,Decorated apparel,Corporate/commercial,Unknown,Annually,3,2,2,2,4,13,Partial Pricing System,False,False,False,False,Most customers compare us by stitch count.,1,2,1,1,1,1,1,1,2,2,6-10 employees,$100k-$500k,Newcomer (0-3 yrs),Unknown,B2B,Real Labor,Midwest
office@sunriseapparelshop1695.example,Sunrise Apparel Shop #1695,West,Solo owner/operator,$50k-$100k,1,<2,3,Mixed services,Mostly consumers,Informal/custom quote,Annually,2,2,1,2,3,10,Partial Pricing System,False,False,True,False,I need a better way to account for setup time.,1,1,1,1,0,1,1,1,1,2,Solo owner/operator,Under $100k,Newcomer (0-3 yrs),Informal/custom quote,Consumer,Intended Profit,West
owner@crownworks1441.example,Crown Works #1441,West,6-10 employees,$100k-$250k,7,6-10,10,Mixed services,Schools/teams,Value-based,When costs change,4,4,3,3,3,17,Strong Pricing System,True,False,False,False,We are trying to stop undercharging.,2,2,2,2,2,1,1,2,1,2,6-10 employees,$100k-$500k,Established (4-10),Value-based,Mixed,Intended Profit,West
owner0@prairiebrandinggroup13.example,Prairie Branding Group #1364,South,Solo owner/operator,$50k-$100k,2,2-5,5,Mixed services,Corporate/commercial,Unknown,Rarely/never,0,0,0,0,0,0,Pricing Blind Spots,False,True,True,True,Most customers compare us by stitch count.,0,0,0,0,0,0,0,0,0,0,Solo owner/operator,Under $100k,Newcomer (0-3 yrs),Unknown,B2B,Production Cost,South
owner2@hoopdesignscompany.example,Hoop Designs Company,Northeast,2-5 employees,$250k-$500k,2,2-5,15,Mixed services,Corporate/commercial,Hybrid/job costing,Annually,4,4,4,4,4,20,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,2,2,2,2,2,2,2,2,2,2,2-5 employees,$100k-$500k,Newcomer (0-3 yrs),Hybrid/job costing,B2B,Production Cost,Northeast
info@heritagestudioshop1448.example,Heritage Studio Shop #1448,Midwest,6-10 employees,$100k-$250k,2,2-5,15,Decorated apparel,Mixed,Informal/custom quote,Quarterly,4,3,2,2,3,14,Partial Pricing System,False,False,False,False,,2,2,1,2,1,1,1,1,1,2,6-10 employees,$100k-$500k,Newcomer (0-3 yrs),Informal/custom quote,Mixed,Intended Profit,Midwest
owner@blueridgeapparelstudio.example,Blue Ridge Apparel Studio,West,Solo owner/operator,Under $50k,4,2-5,2,Custom embroidery,Contract/B2B,Hybrid/job costing,Annually,4,3,3,2,3,15,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,2,2,2,1,2,1,1,1,1,2,Solo owner/operator,Under $100k,Established (4-10),Hybrid/job costing,B2B,Capacity Pressure,West
office@riverprintstitchstudio.example,River Print & Stitch Studio,South,Solo owner/operator,Under $50k,8,6-10,1,Contract embroidery,Mostly consumers,Cost-plus,When costs change,2,2,1,1,2,8,Partial Pricing System,False,False,True,True,Most customers compare us by stitch count.,1,1,1,1,0,1,1,0,1,1,Solo owner/operator,Under $100k,Established (4-10),Cost-plus,Consumer,Intended Profit,South
contact@cedarlogoshopstudio.example,Cedar Logo Shop Studio,West,2-5 employees,Unknown,0,<2,3,Unknown,Small business/local orgs,Unknown,When costs change,4,2,0,2,1,9,Partial Pricing System,False,False,True,False,I need a better way to account for setup time.,2,2,1,1,0,0,1,1,0,1,2-5 employees,Unknown,Newcomer (0-3 yrs),Unknown,Mixed,Intended Profit,West
info@heritagethreadsstudio.example,Heritage Threads Studio,Midwest,Solo owner/operator,Under $50k,8,6-10,1,Custom embroidery,Contract/B2B,Informal/custom quote,Rarely/never,0,0,0,0,0,0,Pricing Blind Spots,False,True,True,True,Rush jobs are where we get into trouble.,0,0,0,0,0,0,0,0,0,0,Solo owner/operator,Under $100k,Established (4-10),Informal/custom quote,B2B,Production Cost,Midwest
contact@silverbrandingcompany.example,Silver Branding Company,South,Solo owner/operator,$250k-$500k,15,11-20,1,Mixed services,Mixed,Value-based,When costs change,2,3,2,3,3,13,Partial Pricing System,False,False,False,False,Rush jobs are where we get into trouble.,1,1,2,1,1,1,1,2,1,2,Solo owner/operator,$100k-$500k,Veteran (11-20),Value-based,Mixed,Production Cost,South
sales@sunrisewearablesllc.example,Sunrise Wearables Llc,West,Solo owner/operator,$100k-$250k,12,11-20,2,Promotional products,Small business/local orgs,Cost-plus,Rarely/never,2,1,1,1,0,5,Pricing Blind Spots,False,True,True,True,Most customers compare us by stitch count.,1,1,0,1,0,1,1,0,0,0,Solo owner/operator,$100k-$500k,Veteran (11-20),Cost-plus,Mixed,End Customer Value,West
office2@blueridgeworks.example,Blue Ridge Works,Northeast,2-5 employees,$250k-$500k,23,21+,10,Promotional products,Mixed,Cost-plus,Annually,4,3,3,4,4,18,Strong Pricing System,True,False,False,False,Pricing is the hardest part of the business.,2,2,1,2,1,2,2,2,2,2,2-5 employees,$100k-$500k,Legacy (21+),Cost-plus,Mixed,Real Labor,Northeast
hello3@urbanlogoshopcollectiv.example,Urban Logo Shop Collective #1626,Midwest,2-5 employees,$250k-$500k,1,<2,3,Decorated apparel,Mostly consumers,Informal/custom quote,When costs change,1,2,1,2,2,8,Partial Pricing System,False,False,True,False,We are trying to stop undercharging.,1,0,1,1,0,1,1,1,1,1,2-5 employees,$100k-$500k,Newcomer (0-3 yrs),Informal/custom quote,Consumer,Production Cost,Midwest
owner@stitchlogoshopshop.example,Stitch Logo Shop Shop,South,2-5 employees,Under $50k,5,2-5,2,Decorated apparel,Mixed,Cost-plus,Annually,4,2,2,2,3,13,Partial Pricing System,False,False,False,False,Most customers compare us by stitch count.,2,2,1,1,1,1,1,1,1,2,2-5 employees,Under $100k,Established (4-10),Cost-plus,Mixed,Real Labor,South
hello@prairiedigitizingstudi.example,Prairie Digitizing Studio #1475,West,2-5 employees,$100k-$250k,9,6-10,2,Decorated apparel,Schools/teams,Stitch-count based,Before every quote,4,3,2,2,2,13,Partial Pricing System,False,False,False,False,Most customers compare us by stitch count.,2,2,1,2,1,1,1,1,1,1,2-5 employees,$100k-$500k,Established (4-10),Stitch-count based,Mixed,Intended Profit,West
sales@hoopworkscollective154.example,Hoop Works Collective #1545,Midwest,2-5 employees,Under $50k,7,6-10,1,Mixed services,Mixed,Competitor-based,When costs change,1,1,1,0,0,3,Pricing Blind Spots,False,True,True,True,Rush jobs are where we get into trouble.,0,1,0,1,0,1,0,0,0,0,2-5 employees,Under $100k,Established (4-10),Competitor-based,Mixed,Capacity Pressure,Midwest
sales2@mapledigitizingshop145.example,Maple Digitizing Shop #1450,South,2-5 employees,$500k-$1M,10,6-10,15,Mixed services,Mixed,Cost-plus,Annually,4,4,2,4,4,18,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,2,2,2,2,1,1,2,2,2,2,2-5 employees,$500k+,Established (4-10),Cost-plus,Mixed,Intended Profit,South
info@ironembroiderycompany1.example,Iron Embroidery Company #1678,Northeast,2-5 employees,$100k-$250k,15,11-20,4,Unknown,Mostly consumers,Stitch-count based,When costs change,2,1,2,1,2,8,Partial Pricing System,False,True,False,True,We are trying to stop undercharging.,1,1,0,1,1,1,0,1,1,1,2-5 employees,$100k-$500k,Veteran (11-20),Stitch-count based,Consumer,Real Labor,Northeast
sales@mainstreetdigitizinggr.example,Main Street Digitizing Group #1553,South,Solo owner/operator,$50k-$100k,9,6-10,1,Decorated apparel,Contract/B2B,Informal/custom quote,Rarely/never,1,1,1,0,1,4,Pricing Blind Spots,False,True,True,True,Pricing is the hardest part of the business.,0,1,1,0,0,1,0,0,1,0,Solo owner/operator,Under $100k,Established (4-10),Informal/custom quote,B2B,Capacity Pressure,South
owner@luckythreads1470.example,Lucky Threads #1470,South,2-5 employees,$500k-$1M,2,2-5,6,Custom embroidery,Mixed,Cost-plus,Annually,2,2,3,2,3,12,Partial Pricing System,False,False,False,False,Pricing is the hardest part of the business.,1,1,1,1,1,2,1,1,2,1,2-5 employees,$500k+,Newcomer (0-3 yrs),Cost-plus,Mixed,Production Cost,South
sales@magnoliabrandingshop14.example,Magnolia Branding Shop #1422,South,11-25 employees,$100k-$250k,19,11-20,8,Custom embroidery,Mostly consumers,Hybrid/job costing,Annually,3,4,4,3,4,18,Strong Pricing System,True,False,False,False,Most customers compare us by stitch count.,1,2,2,2,2,2,2,1,2,2,11-25 employees,$100k-$500k,Veteran (11-20),Hybrid/job costing,Consumer,Production Cost,South
sales@luckydecoratedgoodscom.example,Lucky Decorated Goods Company #1631,South,26+ employees,$500k-$1M,20,11-20,12,Contract embroidery,Small business/local orgs,Cost-plus,Quarterly,4,4,4,3,4,19,Strong Pricing System,True,False,False,False,We are trying to stop undercharging.,2,2,2,2,2,2,2,1,2,2,26+ employees,$500k+,Veteran (11-20),Cost-plus,Mixed,Capacity Pressure,South
sales@northstarneedleworks14.example,North Star Needleworks #1407,Northeast,6-10 employees,$100k-$250k,22,21+,3,Contract embroidery,Mixed,Hybrid/job costing,When costs change,2,4,3,2,4,15,Strong Pricing System,True,False,False,False,,1,1,2,2,2,1,1,1,2,2,6-10 employees,$100k-$500k,Legacy (21+),Hybrid/job costing,Mixed,Production Cost,Northeast
owner@willowstudiogroup1499.example,Willow Studio Group #1499,West,Solo owner/operator,Under $50k,22,21+,2,Contract embroidery,Corporate/commercial,Unknown,When costs change,2,4,2,2,4,14,Partial Pricing System,False,False,False,False,,1,1,2,2,1,1,1,1,2,2,Solo owner/operator,Under $100k,Legacy (21+),Unknown,B2B,Production Cost,West
office6@northstarmonogramscomp.example,North Star Monograms Company,South,2-5 employees,$500k-$1M,11,11-20,1,Decorated apparel,Contract/B2B,Hybrid/job costing,When costs change,4,2,2,2,2,12,Partial Pricing System,False,False,False,False,Pricing is the hardest part of the business.,2,2,1,1,1,1,1,1,1,1,2-5 employees,$500k+,Veteran (11-20),Hybrid/job costing,B2B,Real Labor,South
quotes@magnoliadesignsstudio1.example,Magnolia Designs Studio #1486,South,2-5 employees,$100k-$250k,14,11-20,2,Team/school spiritwear,Mostly consumers,Stitch-count based,Quarterly,2,2,2,1,3,10,Partial Pricing System,False,False,False,True,Pricing is the hardest part of the business.,1,1,1,1,1,1,1,0,2,1,2-5 employees,$100k-$500k,Veteran (11-20),Stitch-count based,Consumer,Capacity Pressure,South
sales1@heritagelogoshopcompan.example,Heritage Logo Shop Company,West,Solo owner/operator,$50k-$100k,0,<2,1,Decorated apparel,Contract/B2B,Unknown,Rarely/never,0,0,0,0,0,0,Pricing Blind Spots,False,True,True,True,We are trying to stop undercharging.,0,0,0,0,0,0,0,0,0,0,Solo owner/operator,Under $100k,Newcomer (0-3 yrs),Unknown,B2B,Production Cost,West
hello@crownembroideryllc.example,Crown Embroidery Llc,Unknown,Solo owner/operator,$50k-$100k,0,<2,1,Mixed services,Mostly consumers,Competitor-based,Before every quote,2,2,2,0,3,9,Partial Pricing System,False,False,False,True,,1,1,1,1,1,1,0,0,1,2,Solo owner/operator,Under $100k,Newcomer (0-3 yrs),Competitor-based,Consumer,Capacity Pressure,Unknown
hello@oaklogoshopshop1660.example,Oak Logo Shop Shop #1660,Midwest,2-5 employees,$250k-$500k,15,11-20,2,Custom embroidery,Mixed,Cost-plus,When costs change,4,3,3,2,3,15,Strong Pricing System,True,False,False,False,Most customers compare us by stitch count.,2,2,2,1,1,2,1,1,1,2,2-5 employees,$100k-$500k,Veteran (11-20),Cost-plus,Mixed,Capacity Pressure,Midwest
sales@lakesidewearablesllc.example,Lakeside Wearables Llc,Unknown,Solo owner/operator,Under $50k,5,2-5,4,Team/school spiritwear,Mixed,Informal/custom quote,Rarely/never,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True,Most customers compare us by stitch count.,0,1,0,0,0,0,0,0,0,0,Solo owner/operator,Under $100k,Established (4-10),Informal/custom quote,Mixed,Real Labor,Unknown
owner@blueridgelogoshopstudi.example,Blue Ridge Logo Shop Studio,Unknown,6-10 employees,$500k-$1M,26,21+,3,Custom embroidery,Mixed,Stitch-count based,Quarterly,4,4,3,3,3,17,Strong Pricing System,True,False,False,False,We are trying to stop undercharging.,2,2,2,2,2,1,2,1,1,2,6-10 employees,$500k+,Legacy (21+),Stitch-count based,Mixed,Intended Profit,Unknown
office@brightcreativecompany.example,Bright Creative Company,Northeast,2-5 employees,$250k-$500k,11,11-20,3,Custom embroidery,Mixed,Cost-plus,Annually,3,3,3,3,3,15,Strong Pricing System,True,False,False,False,We are trying to stop undercharging.,1,2,1,2,2,1,1,2,2,1,2-5 employees,$100k-$500k,Veteran (11-20),Cost-plus,Mixed,Production Cost,Northeast
sales4@mapleapparelcompany138.example,Maple Apparel Company #1382,South,2-5 employees,$500k-$1M,13,11-20,30,Decorated apparel,Corporate/commercial,Stitch-count based,Quarterly,4,4,4,2,3,17,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,2,2,2,2,2,2,1,1,2,1,2-5 employees,$500k+,Veteran (11-20),Stitch-count based,B2B,Capacity Pressure,South
sales@needleapparelllc1701.example,Needle Apparel Llc #1701,Canada/Other,2-5 employees,$50k-$100k,20,11-20,3,Decorated apparel,Mostly consumers,Stitch-count based,When costs change,4,4,4,3,3,18,Strong Pricing System,True,False,False,False,Pricing is the hardest part of the business.,2,2,2,2,2,2,1,2,1,2,2-5 employees,Under $100k,Veteran (11-20),Stitch-count based,Consumer,Capacity Pressure,Canada/Other
quotes@oakwearables1512.example,Oak Wearables #1512,Midwest,2-5 employees,$100k-$250k,15,11-20,10,Contract embroidery,Mixed,Stitch-count based,When costs change,2,2,2,2,2,10,Partial Pricing System,False,False,False,False,,1,1,1,1,1,1,1,1,1,1,2-5 employees,$100k-$500k,Veteran (11-20),Stitch-count based,Mixed,Production Cost,Midwest
owner@ironapparelstudio1723.example,Iron Apparel Studio #1723,South,Solo owner/operator,Under $50k,5,2-5,2,Mixed services,Schools/teams,Competitor-based,When costs change,2,2,2,2,2,10,Partial Pricing System,False,False,False,False,,1,1,1,1,1,1,1,1,1,1,Solo owner/operator,Under $100k,Established (4-10),Competitor-based,Mixed,Production Cost,South
contact@willowdesignsgroup.example,Willow Designs Group,Northeast,2-5 employees,$100k-$250k,28,21+,3,Decorated apparel,Contract/B2B,Stitch-count based,Annually,2,1,2,1,3,9,Partial Pricing System,False,True,False,True,Rush jobs are where we get into trouble.,1,1,0,1,1,1,1,0,2,1,2-5 employees,$100k-$500k,Legacy (21+),Stitch-count based,B2B,Real Labor,Northeast
