diagnostic_response_id,respondent_id,canonical_email,email_hash,source_row_id,submitted_at,business_name_clean,region,business_size,employee_count_band,annual_revenue_band,years_in_operation,years_in_operation_band,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,q1_score,q2_score,q3_score,q4_score,q5_score,q6_score,q7_score,q8_score,q9_score,q10_score,production_cost_score,real_labor_score,intended_profit_score,capacity_pressure_score,end_customer_value_score,diagnostic_total_score,pricing_maturity_tier,has_structured_pricing_system,labor_underpriced_flag,profit_target_missing_flag,capacity_pricing_gap_flag
PD-2026-0635,NNEP-R0635,info@summitworkscollective1.example,emh_d8de16aa9f,R_PD_000590,2026-05-04T10:33:49Z,Summit Works Collective #1635,Midwest,2-5 employees,2-5 employees,$100k-$250k,6,6-10,3,Decorated apparel,Corporate/commercial,Stitch-count based,When costs change,1,1,1,1,0,0,1,0,1,2,2,2,0,1,3,8,Partial Pricing System,False,False,True,True
PD-2026-0637,NNEP-R0637,contact0@northstarprintstitchco.example,emh_90d30741d8,R_PD_000591,2026-03-05T17:54:58Z,North Star Print & Stitch Collective #1637,West,6-10 employees,6-10 employees,$250k-$500k,11,11-20,4,Custom embroidery,Corporate/commercial,Hybrid/job costing,When costs change,1,2,2,2,2,1,1,1,1,1,3,4,3,2,2,14,Partial Pricing System,True,False,False,False
PD-2026-0638,NNEP-R0638,quotes@summitdigitizing1638.example,emh_7a4877b5f2,R_PD_000592,2026-03-28T13:26:29Z,Summit Digitizing #1638,Midwest,2-5 employees,2-5 employees,$1M+,16,11-20,1,Custom embroidery,Corporate/commercial,Cost-plus,When costs change,2,2,2,1,2,1,1,1,2,1,4,3,3,2,3,15,Partial Pricing System,True,False,False,False
PD-2026-0639,NNEP-R0639,hello@goldenneedleworks1639.example,emh_150f9e3faf,R_PD_000593,2026-05-20T06:52:42Z,Golden Needleworks #1639,South,Solo owner/operator,Solo owner/operator,Under $50k,14,11-20,1,Decorated apparel,Contract/B2B,Value-based,Annually,1,1,1,1,1,1,1,1,1,0,2,2,2,2,1,9,Partial Pricing System,True,False,False,False
PD-2026-0640,NNEP-R0640,office3@urbanwearablesgroup164.example,emh_15761356ef,R_PD_000594,2026-03-06T07:46:26Z,Urban Wearables Group #1640,West,6-10 employees,6-10 employees,$100k-$250k,22,21+,6,Promotional products,Mixed,Hybrid/job costing,When costs change,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0641,NNEP-R0641,hello@riverstudioshop1641.example,emh_216cb470fc,R_PD_000595,2026-04-09T22:22:57Z,River Studio Shop #1641,South,Solo owner/operator,Solo owner/operator,$500k-$1M,6,6-10,2,Decorated apparel,Small business/local orgs,Informal/custom quote,Rarely/never,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,Pricing Blind Spots,False,True,True,True
PD-2026-0642,NNEP-R0642,contact@ironthreadsshop1642.example,emh_b57b6b8d44,R_PD_000596,2026-02-25T13:35:03Z,Iron Threads Shop #1642,South,2-5 employees,2-5 employees,$100k-$250k,13,11-20,1,Promotional products,Small business/local orgs,Informal/custom quote,Quarterly,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,11,Partial Pricing System,False,False,False,False
PD-2026-0643,NNEP-R0643,info@prairiebrandinggroup16.example,emh_db36eef7e2,R_PD_000597,2026-02-07T04:29:55Z,Prairie Branding Group #1643,Northeast,26+ employees,26+ employees,$250k-$500k,20,11-20,10,Custom embroidery,Corporate/commercial,Hybrid/job costing,Quarterly,2,2,2,2,1,2,1,2,2,2,4,4,3,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0644,NNEP-R0644,info0@hoopteamwearstudio1644.example,emh_e559da3e69,R_PD_000598,2026-02-25T08:23:51Z,Hoop Teamwear Studio #1644,Midwest,2-5 employees,2-5 employees,$100k-$250k,7,6-10,3,Contract embroidery,Small business/local orgs,Value-based,When costs change,1,2,1,1,0,1,1,1,1,1,3,2,1,2,2,10,Partial Pricing System,True,False,True,False
PD-2026-0645,NNEP-R0645,quotes@lakesidelogoshopcompan.example,emh_7ca1f23651,R_PD_000599,2026-05-19T09:24:10Z,Lakeside Logo Shop Company #1645,Northeast,Solo owner/operator,Solo owner/operator,$50k-$100k,15,11-20,1,Custom embroidery,Schools/teams,Hybrid/job costing,Before every quote,2,1,2,2,2,1,1,1,2,1,3,4,3,2,3,15,Partial Pricing System,True,False,False,False
PD-2026-0646,NNEP-R0646,quotes@ironwearablesstudio164.example,emh_ed8e44b216,R_PD_000600,2026-02-06T14:31:07Z,Iron Wearables Studio #1646,Midwest,6-10 employees,6-10 employees,$500k-$1M,4,2-5,2,Contract embroidery,Mostly consumers,Informal/custom quote,When costs change,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,Pricing Blind Spots,False,True,True,True
PD-2026-0647,NNEP-R0647,office@needlestudiocollective.example,emh_f34300bed9,R_PD_000601,2026-03-09T13:19:06Z,Needle Studio Collective #1647,South,2-5 employees,2-5 employees,$100k-$250k,12,11-20,2,Mixed services,Corporate/commercial,Cost-plus,Before every quote,2,2,1,2,2,1,1,2,1,1,4,3,3,3,2,15,Partial Pricing System,True,False,False,False
PD-2026-0648,NNEP-R0648,office4@prairiethreadsllc1648.example,emh_3c7245f805,R_PD_000602,2026-05-10T08:08:20Z,Prairie Threads LLC #1648,Northeast,2-5 employees,2-5 employees,Under $50k,12,11-20,1,Custom embroidery,Contract/B2B,Hybrid/job costing,Quarterly,2,1,1,1,1,2,1,2,2,2,3,2,3,3,4,15,Partial Pricing System,True,False,False,False
PD-2026-0649,NNEP-R0649,info@urbanwearablescollecti.example,emh_4518ab1513,R_PD_000603,2026-05-16T01:56:06Z,Urban Wearables Collective #1649,South,2-5 employees,2-5 employees,$50k-$100k,1,<2,3,Custom embroidery,Mostly consumers,Informal/custom quote,Before every quote,2,1,1,1,1,1,0,0,1,1,3,2,2,0,2,9,Partial Pricing System,False,False,False,True
PD-2026-0650,NNEP-R0650,hello6@magnolianeedleworkscom.example,emh_da26051051,R_PD_000604,2026-02-17T18:23:25Z,Magnolia Needleworks Company #1650,West,2-5 employees,2-5 employees,$50k-$100k,28,21+,1,Mixed services,Mixed,Cost-plus,When costs change,1,2,1,2,0,0,1,1,1,1,3,3,0,2,2,10,Partial Pricing System,True,False,True,False
PD-2026-0652,NNEP-R0652,info@redbarnapparelstudio16.example,emh_f15eae3a0d,R_PD_000605,2026-04-01T15:33:22Z,Red Barn Apparel Studio #1652,Northeast,6-10 employees,6-10 employees,$100k-$250k,6,6-10,4,Decorated apparel,Corporate/commercial,Hybrid/job costing,Quarterly,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0653,NNEP-R0653,hello2@pinecustoms1653.example,emh_74069ba787,R_PD_000606,2026-03-28T04:42:45Z,Pine Customs #1653,South,11-25 employees,11-25 employees,$1M+,0,<2,6,Custom embroidery,Small business/local orgs,Hourly rate,Rarely/never,2,2,1,1,1,1,1,1,1,1,4,2,2,2,2,12,Partial Pricing System,False,False,False,False
PD-2026-0654,NNEP-R0654,hello@needlelogoshop1654.example,emh_3d692ff442,R_PD_000607,2026-04-11T10:52:44Z,Needle Logo Shop #1654,South,26+ employees,26+ employees,$1M+,4,2-5,20,Mixed services,Small business/local orgs,Value-based,When costs change,2,2,1,2,1,1,2,1,1,1,4,3,2,3,2,14,Partial Pricing System,True,False,False,False
PD-2026-0655,NNEP-R0655,quotes@goldenwearablesshop165.example,emh_d47c1cdaba,R_PD_000608,2026-04-10T07:44:54Z,Golden Wearables Shop #1655,South,6-10 employees,6-10 employees,$100k-$250k,19,11-20,5,Promotional products,Corporate/commercial,Cost-plus,Quarterly,2,2,2,2,2,2,2,2,1,2,4,4,4,4,3,19,Strong Pricing System,True,False,False,False
PD-2026-0656,NNEP-R0656,owner@hoopteamwearstudio1656.example,emh_433fe3bc68,R_PD_000609,2026-05-11T17:21:45Z,Hoop Teamwear Studio #1656,South,2-5 employees,2-5 employees,$100k-$250k,2,2-5,5,Decorated apparel,Schools/teams,Informal/custom quote,Rarely/never,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,3,Pricing Blind Spots,False,True,True,True
PD-2026-0657,NNEP-R0657,owner6@magnolialogoshopshop16.example,emh_2e44b13ee2,R_PD_000610,2026-03-14T00:18:19Z,Magnolia Logo Shop Shop #1657,West,6-10 employees,6-10 employees,$500k-$1M,13,11-20,6,Decorated apparel,Small business/local orgs,Hybrid/job costing,Annually,1,2,1,1,1,1,2,1,2,1,3,2,2,3,3,13,Partial Pricing System,True,False,False,False
PD-2026-0658,NNEP-R0658,quotes@stitchdesignscompany16.example,emh_9e06470c06,R_PD_000611,2026-02-07T00:35:07Z,Stitch Designs Company #1658,Midwest,Solo owner/operator,Solo owner/operator,$250k-$500k,24,21+,3,Contract embroidery,Schools/teams,Hybrid/job costing,Rarely/never,1,1,0,1,1,1,1,1,1,0,2,1,2,2,1,8,Partial Pricing System,True,True,False,False
PD-2026-0659,NNEP-R0659,owner@needlebrandinggroup165.example,emh_91fcd6faa6,R_PD_000612,2026-03-02T09:28:15Z,Needle Branding Group #1659,Northeast,Solo owner/operator,Solo owner/operator,$250k-$500k,11,11-20,1,Custom embroidery,Contract/B2B,Stitch-count based,Annually,1,1,2,1,1,1,1,1,1,2,2,3,2,2,3,12,Partial Pricing System,False,False,False,False
PD-2026-0660,NNEP-R0660,hello@oaklogoshopshop1660.example,emh_d07dec5351,R_PD_000613,2026-05-30T16:59:15Z,Oak Logo Shop Shop #1660,Midwest,2-5 employees,2-5 employees,$500k-$1M,15,11-20,2,Custom embroidery,Mixed,Cost-plus,When costs change,2,2,2,1,1,2,1,1,1,2,4,3,3,2,3,15,Partial Pricing System,True,False,False,False
PD-2026-0661,NNEP-R0661,hello3@urbanprintstitchllc166.example,emh_7ac1c9e16c,R_PD_000614,2026-05-24T02:03:42Z,Urban Print & Stitch LLC #1661,Midwest,2-5 employees,2-5 employees,$1M+,11,11-20,5,Contract embroidery,Corporate/commercial,Informal/custom quote,Before every quote,1,1,0,0,0,0,0,1,0,1,2,0,0,1,1,4,Pricing Blind Spots,False,True,True,True
PD-2026-0662,NNEP-R0662,office4@northstarmonogramsgrou.example,emh_93174fe56e,R_PD_000615,2026-05-16T03:46:56Z,North Star Monograms Group #1662,South,Solo owner/operator,Solo owner/operator,Under $50k,1,<2,1,Decorated apparel,Mixed,Stitch-count based,Rarely/never,1,1,1,1,0,1,1,1,1,0,2,2,1,2,1,8,Partial Pricing System,False,False,True,False
PD-2026-0663,NNEP-R0663,quotes@northstarmonogramsstud.example,emh_db378bace6,R_PD_000616,2026-03-02T11:14:24Z,North Star Monograms Studio #1663,Midwest,Solo owner/operator,Solo owner/operator,Under $50k,3,2-5,2,Team/school spiritwear,Mostly consumers,Stitch-count based,Quarterly,1,1,1,1,1,1,1,0,1,1,2,2,2,1,2,9,Partial Pricing System,False,False,False,True
PD-2026-0664,NNEP-R0664,office@mapleembroiderygroup16.example,emh_ce387dd7af,R_PD_000617,2026-02-16T02:42:12Z,Maple Embroidery Group #1664,West,2-5 employees,2-5 employees,$250k-$500k,8,6-10,2,Team/school spiritwear,Mostly consumers,Cost-plus,Rarely/never,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,4,Pricing Blind Spots,True,True,True,True
PD-2026-0665,NNEP-R0665,info0@northstarteamwearllc16.example,emh_57b28410e5,R_PD_000618,2026-04-29T01:12:40Z,North Star Teamwear LLC #1665,West,Solo owner/operator,Solo owner/operator,$100k-$250k,20,11-20,1,Decorated apparel,Small business/local orgs,Value-based,Annually,2,2,1,2,1,1,1,2,1,2,4,3,2,3,3,15,Partial Pricing System,True,False,False,False
PD-2026-0666,NNEP-R0666,sales1@magnoliacustoms1666.example,emh_12bae6a9d4,R_PD_000619,2026-04-24T21:46:13Z,Magnolia Customs #1666,West,2-5 employees,2-5 employees,$250k-$500k,20,11-20,4,Mixed services,Mixed,Cost-plus,Annually,2,2,2,2,2,2,1,2,2,2,4,4,4,3,4,19,Strong Pricing System,True,False,False,False
PD-2026-0668,NNEP-R0668,owner@redbarndigitizinggroup.example,emh_197819b5aa,R_PD_000620,2026-03-09T14:18:20Z,Red Barn Digitizing Group #1668,West,2-5 employees,2-5 employees,$1M+,12,11-20,2,Mixed services,Mixed,Stitch-count based,Quarterly,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,False,False,False,False
PD-2026-0669,NNEP-R0669,owner@northstarstitchcogroup.example,emh_99ae124696,R_PD_000621,2026-04-21T05:49:57Z,North Star Stitch Co. Group #1669,West,26+ employees,26+ employees,$250k-$500k,38,21+,20,Decorated apparel,Contract/B2B,Hybrid/job costing,Before every quote,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0670,NNEP-R0670,quotes@lakesideworks1670.example,emh_2124cf4b94,R_PD_000622,2026-03-02T18:54:26Z,Lakeside Works #1670,Midwest,6-10 employees,6-10 employees,$500k-$1M,14,11-20,6,Decorated apparel,Mixed,Cost-plus,Annually,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,12,Partial Pricing System,True,False,False,False
PD-2026-0671,NNEP-R0671,owner@bobbinmonograms1671.example,emh_f769306cce,R_PD_000623,2026-06-04T00:04:52Z,Bobbin Monograms #1671,Northeast,Solo owner/operator,Solo owner/operator,Under $50k,7,6-10,1,Promotional products,Mostly consumers,Stitch-count based,Rarely/never,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0672,NNEP-R0672,contact@goldenmonogramscollect.example,emh_a0cca0d716,R_PD_000624,2026-04-14T12:14:43Z,Golden Monograms Collective #1672,Northeast,6-10 employees,6-10 employees,$100k-$250k,6,6-10,3,Decorated apparel,Mostly consumers,Hybrid/job costing,Rarely/never,2,2,1,1,0,1,1,0,1,1,4,2,1,1,2,10,Partial Pricing System,True,False,True,True
PD-2026-0673,NNEP-R0673,info1@prairieprintstitchstud.example,emh_ec17bcb0f4,R_PD_000625,2026-03-02T08:23:20Z,Prairie Print & Stitch Studio #1673,Midwest,2-5 employees,2-5 employees,$100k-$250k,2,2-5,4,Mixed services,Corporate/commercial,Stitch-count based,Annually,0,2,1,1,1,1,1,1,1,2,2,2,2,2,3,11,Partial Pricing System,False,False,False,False
PD-2026-0674,NNEP-R0674,sales@sunrisestudiocollectiv.example,emh_da854ccca0,R_PD_000626,2026-03-16T11:11:33Z,Sunrise Studio Collective #1674,West,11-25 employees,11-25 employees,$500k-$1M,8,6-10,15,Custom embroidery,Schools/teams,Stitch-count based,Before every quote,2,2,2,1,2,2,2,1,2,2,4,3,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0675,NNEP-R0675,owner3@urbanembroideryshop167.example,emh_3e57f8f715,R_PD_000627,2026-04-26T05:11:03Z,Urban Embroidery Shop #1675,Northeast,Solo owner/operator,Solo owner/operator,Under $50k,5,2-5,2,Mixed services,Mixed,Hybrid/job costing,When costs change,2,2,1,2,2,2,1,2,2,2,4,3,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0676,NNEP-R0676,info@redbarnlogoshopllc1676.example,emh_81e07d7bb6,R_PD_000628,2026-03-23T23:17:57Z,Red Barn Logo Shop LLC #1676,South,2-5 employees,2-5 employees,$50k-$100k,5,2-5,1,Custom embroidery,Mixed,Hybrid/job costing,Annually,2,2,2,2,2,2,2,1,2,2,4,4,4,3,4,19,Strong Pricing System,True,False,False,False
PD-2026-0677,NNEP-R0677,hello5@prairieworksstudio1677.example,emh_f9e0b19ab0,R_PD_000629,2026-04-05T22:59:33Z,Prairie Works Studio #1677,West,6-10 employees,6-10 employees,$500k-$1M,15,11-20,5,Custom embroidery,Contract/B2B,Hybrid/job costing,Before every quote,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0678,NNEP-R0678,info@ironembroiderycompany1.example,emh_72601d6abe,R_PD_000630,2026-05-28T09:19:59Z,Iron Embroidery Company #1678,Northeast,11-25 employees,11-25 employees,$250k-$500k,15,11-20,4,Decorated apparel,Mostly consumers,Stitch-count based,Before every quote,1,1,0,1,1,1,0,1,1,1,2,1,2,1,2,8,Partial Pricing System,False,True,False,True
PD-2026-0679,NNEP-R0679,owner@silverdigitizingstudio.example,emh_969893e4d2,R_PD_000631,2026-06-06T03:00:06Z,Silver Digitizing Studio #1679,Northeast,Solo owner/operator,Solo owner/operator,Under $50k,20,11-20,4,Promotional products,Contract/B2B,Cost-plus,When costs change,1,2,1,2,2,1,1,2,1,2,3,3,3,3,3,15,Partial Pricing System,True,False,False,False
PD-2026-0680,NNEP-R0680,hello@rivercustomsllc1680.example,emh_76136e9a86,R_PD_000632,2026-02-14T15:24:20Z,River Customs LLC #1680,Midwest,Solo owner/operator,Solo owner/operator,Under $50k,8,6-10,3,Team/school spiritwear,Mixed,Competitor-based,Before every quote,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0681,NNEP-R0681,sales@pinewearablescollectiv.example,emh_8e3f114465,R_PD_000633,2026-03-15T17:32:40Z,Pine Wearables Collective #1681,South,11-25 employees,11-25 employees,$500k-$1M,9,6-10,20,Custom embroidery,Mixed,Stitch-count based,When costs change,1,2,1,2,1,1,1,2,2,2,3,3,2,3,4,15,Partial Pricing System,False,False,False,False
PD-2026-0682,NNEP-R0682,info@bobbinbrandingcollecti.example,emh_52af52f59d,R_PD_000634,2026-02-04T08:35:30Z,Bobbin Branding Collective #1682,West,Solo owner/operator,Solo owner/operator,$50k-$100k,9,6-10,1,Custom embroidery,Small business/local orgs,Hybrid/job costing,Quarterly,2,1,2,2,2,2,2,2,1,2,3,4,4,4,3,18,Strong Pricing System,True,False,False,False
PD-2026-0683,NNEP-R0683,office@goldenlogoshopstudio16.example,emh_474e9d75ba,R_PD_000635,2026-04-14T00:07:26Z,Golden Logo Shop Studio #1683,Northeast,11-25 employees,11-25 employees,$1M+,12,11-20,8,Contract embroidery,Contract/B2B,Stitch-count based,Quarterly,1,1,1,1,1,1,0,1,1,1,2,2,2,1,2,9,Partial Pricing System,False,False,False,True
PD-2026-0684,NNEP-R0684,owner@hoopdecoratedgoodscoll.example,emh_beff0b96ec,R_PD_000636,2026-03-05T11:06:30Z,Hoop Decorated Goods Collective #1684,Northeast,2-5 employees,2-5 employees,$100k-$250k,21,21+,1,Custom embroidery,Corporate/commercial,Value-based,When costs change,2,1,1,2,2,1,1,0,1,2,3,3,3,1,3,13,Partial Pricing System,True,False,False,True
PD-2026-0685,NNEP-R0685,info@luckywearablesgroup168.example,emh_97df2dbf8f,R_PD_000637,2026-05-15T16:04:42Z,Lucky Wearables Group #1685,South,2-5 employees,2-5 employees,$50k-$100k,3,2-5,2,Contract embroidery,Contract/B2B,Hybrid/job costing,Rarely/never,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,11,Partial Pricing System,True,False,False,False
PD-2026-0686,NNEP-R0686,contact@blueridgeworkscompany1.example,emh_7314bb14ec,R_PD_000638,2026-03-10T15:31:44Z,Blue Ridge Works Company #1686,South,6-10 employees,6-10 employees,$100k-$250k,24,21+,5,Promotional products,Small business/local orgs,Stitch-count based,When costs change,2,2,2,1,2,1,1,1,2,1,4,3,3,2,3,15,Partial Pricing System,False,False,False,False
PD-2026-0687,NNEP-R0687,owner@brightwearablescollect.example,emh_2071cbf23b,R_PD_000639,2026-06-06T00:54:14Z,Bright Wearables Collective #1687,South,2-5 employees,2-5 employees,$100k-$250k,2,2-5,1,Custom embroidery,Mostly consumers,Hourly rate,Rarely/never,1,1,1,0,0,1,0,0,0,0,2,1,1,0,0,4,Pricing Blind Spots,False,True,True,True
PD-2026-0688,NNEP-R0688,info2@riverteamweargroup1688.example,emh_8318aea5df,R_PD_000640,2026-02-10T15:47:11Z,River Teamwear Group #1688,South,11-25 employees,11-25 employees,$500k-$1M,10,6-10,8,Decorated apparel,Small business/local orgs,Cost-plus,Quarterly,2,2,2,2,1,2,1,2,2,2,4,4,3,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0689,NNEP-R0689,info@maplebrandingcompany16.example,emh_809388879a,R_PD_000641,2026-06-05T07:00:11Z,Maple Branding Company #1689,West,Solo owner/operator,Solo owner/operator,Under $50k,13,11-20,2,Decorated apparel,Mixed,Hybrid/job costing,Quarterly,1,2,2,1,2,2,1,1,2,1,3,3,4,2,3,15,Partial Pricing System,True,False,False,False
PD-2026-0690,NNEP-R0690,office@pinethreadscompany1690.example,emh_1535c9c026,R_PD_000642,2026-06-10T20:51:59Z,Pine Threads Company #1690,West,2-5 employees,2-5 employees,$1M+,16,11-20,2,Contract embroidery,Mostly consumers,Hybrid/job costing,Rarely/never,2,1,0,1,1,1,0,0,0,0,3,1,2,0,0,6,Pricing Blind Spots,True,True,False,True
PD-2026-0691,NNEP-R0691,info@bobbinthreadsgroup1691.example,emh_d5664bfa3d,R_PD_000643,2026-03-19T15:35:43Z,Bobbin Threads Group #1691,South,2-5 employees,2-5 employees,$50k-$100k,0,<2,1,Contract embroidery,Mixed,Cost-plus,When costs change,1,2,2,2,2,2,2,2,2,1,3,4,4,4,3,18,Strong Pricing System,True,False,False,False
PD-2026-0692,NNEP-R0692,quotes@oakbrandingcollective1.example,emh_ff3fea5a5f,R_PD_000644,2026-03-04T01:31:47Z,Oak Branding Collective #1692,South,Solo owner/operator,Solo owner/operator,Under $50k,0,<2,1,Mixed services,Mostly consumers,Stitch-count based,When costs change,1,1,1,1,1,0,1,1,1,1,2,2,1,2,2,9,Partial Pricing System,False,False,True,False
PD-2026-0693,NNEP-R0693,hello@prairiethreadscollecti.example,emh_7615da2c9d,R_PD_000645,2026-06-05T12:13:12Z,Prairie Threads Collective #1693,Midwest,2-5 employees,2-5 employees,$100k-$250k,9,6-10,3,Custom embroidery,Mostly consumers,Stitch-count based,Annually,1,1,1,1,1,1,0,1,1,1,2,2,2,1,2,9,Partial Pricing System,False,False,False,True
PD-2026-0694,NNEP-R0694,owner@stitchprintstitchshop1.example,emh_081ee15a64,R_PD_000646,2026-05-13T03:47:32Z,Stitch Print & Stitch Shop #1694,West,Solo owner/operator,Solo owner/operator,$50k-$100k,5,2-5,1,Custom embroidery,Mixed,Hybrid/job costing,Quarterly,2,2,1,1,1,1,2,1,2,1,4,2,2,3,3,14,Partial Pricing System,True,False,False,False
PD-2026-0695,NNEP-R0695,office@sunriseapparelshop1695.example,emh_287aad518e,R_PD_000647,2026-05-24T12:24:55Z,Sunrise Apparel Shop #1695,West,Solo owner/operator,Solo owner/operator,$50k-$100k,1,<2,3,Mixed services,Mostly consumers,Informal/custom quote,Annually,1,1,1,1,0,1,1,1,1,2,2,2,1,2,3,10,Partial Pricing System,False,False,True,False
PD-2026-0696,NNEP-R0696,sales@crownworksgroup1696.example,emh_554cd375fb,R_PD_000648,2026-02-09T10:18:36Z,Crown Works Group #1696,Midwest,2-5 employees,2-5 employees,$50k-$100k,0,<2,1,Custom embroidery,Small business/local orgs,Hybrid/job costing,When costs change,1,1,0,0,1,0,0,1,0,0,2,0,1,1,0,4,Pricing Blind Spots,True,True,True,True
PD-2026-0697,NNEP-R0697,office@bobbinneedleworksstudi.example,emh_c9bc278d40,R_PD_000649,2026-04-14T14:40:02Z,Bobbin Needleworks Studio #1697,West,Solo owner/operator,Solo owner/operator,Under $50k,10,6-10,1,Custom embroidery,Schools/teams,Value-based,Quarterly,1,2,2,2,1,2,2,2,2,2,3,4,3,4,4,18,Strong Pricing System,True,False,False,False
PD-2026-0698,NNEP-R0698,contact5@mainstreetdesignsgroup.example,emh_a17fdef4d3,R_PD_000650,2026-03-08T23:08:45Z,Main Street Designs Group #1698,South,2-5 employees,2-5 employees,$250k-$500k,13,11-20,4,Custom embroidery,Mixed,Hybrid/job costing,Annually,2,1,2,1,1,2,1,1,2,2,3,3,3,2,4,15,Partial Pricing System,True,False,False,False
PD-2026-0699,NNEP-R0699,office@magnoliaworkscollectiv.example,emh_bb485727be,R_PD_000651,2026-05-05T15:45:42Z,Magnolia Works Collective #1699,Northeast,Solo owner/operator,Solo owner/operator,$50k-$100k,0,<2,1,Custom embroidery,Small business/local orgs,Stitch-count based,When costs change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pricing Blind Spots,False,True,True,True
